axis,axis_value,axis_value_sort,workload,host_BW_MiB_per_s,host_IOPS,host_E2E_Latency_ms_assuming_us,tsu_User_Transactions_Enqueued,ftl_Total_Flash_Read_CMD,ftl_Total_Flash_Program_CMD,ftl_Total_Flash_Erase_CMD,ftl_CMT_Hit_Rate,ftl_Total_GC_Executions,chip_Avg_Fraction_Idle,chip_Avg_Fraction_DataXfer,chip_Avg_Fraction_Exec,energy_Energy_per_IO_Index
DRAM_Cache,0MB,0.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
DRAM_Cache,0MB,0.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
DRAM_Cache,128MB,128.0,mixed_4kb,389.48202753266713,99707.399048,5.133,10003938.0,9056293.0,2974066.0,0.0,0.0042488225345017,0.0,0.96008990625,0.03991009375,0.9090649375,3.943124353881233e-06
DRAM_Cache,128MB,128.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
DRAM_Cache,128MB,128.0,randwrite_4kb,151.17380012721253,38700.492833,13.225,3889464.0,968748.0,3851965.0,0.0,0.0039168049744818,0.0,0.98442165625,0.0155783437499999,0.9251826562500002,1.0191321138563136e-05
DRAM_Cache,128MB,128.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
DRAM_Cache,128MB,128.0,seqwrite_128kb,467.580117800107,3740.640942,136.778,5993360.0,126644.0,4054981.0,0.0,0.0,0.0,0.9530145,0.0469855,0.9520295,0.0001089651534364
DRAM_Cache,128MB,128.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
DRAM_Cache,1GB,1024.0,mixed_4kb,389.48202753266713,99707.399048,5.133,10003938.0,9056293.0,2974066.0,0.0,0.0042488225345017,0.0,0.96008990625,0.03991009375,0.9090649375,3.943124353881233e-06
DRAM_Cache,1GB,1024.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
DRAM_Cache,1GB,1024.0,randwrite_4kb,151.17380012721253,38700.492833,13.225,3889464.0,968748.0,3851965.0,0.0,0.0039168049744818,0.0,0.98442165625,0.0155783437499999,0.9251826562500002,1.0191321138563136e-05
DRAM_Cache,1GB,1024.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
DRAM_Cache,1GB,1024.0,seqwrite_128kb,467.580117800107,3740.640942,136.778,5993360.0,126644.0,4054981.0,0.0,0.0,0.0,0.9530145,0.0469855,0.9520295,0.0001089651534364
DRAM_Cache,1GB,1024.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
DRAM_Cache,256MB,256.0,mixed_4kb,389.48202753266713,99707.399048,5.133,10003938.0,9056293.0,2974066.0,0.0,0.0042488225345017,0.0,0.96008990625,0.03991009375,0.9090649375,3.943124353881233e-06
DRAM_Cache,256MB,256.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
DRAM_Cache,256MB,256.0,randwrite_4kb,151.17380012721253,38700.492833,13.225,3889464.0,968748.0,3851965.0,0.0,0.0039168049744818,0.0,0.98442165625,0.0155783437499999,0.9251826562500002,1.0191321138563136e-05
DRAM_Cache,256MB,256.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
DRAM_Cache,256MB,256.0,seqwrite_128kb,467.580117800107,3740.640942,136.778,5993360.0,126644.0,4054981.0,0.0,0.0,0.0,0.9530145,0.0469855,0.9520295,0.0001089651534364
DRAM_Cache,256MB,256.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
Flash_Channels,4.0,4.0,mixed_4kb,197.86800369374657,50654.208946,10.104,5080062.0,4304867.0,1510235.0,0.0,0.0085569013514137,0.0,0.959396375,0.040603625,0.9093804375,3.882511062983774e-06
Flash_Channels,4.0,4.0,randread_4kb,473.5720445960417,121234.443417,4.222,12124434.0,13255538.0,0.0,0.0,0.008699210206431,0.0,0.9023405,0.0976595,0.6214683125,1.2804530916659698e-06
Flash_Channels,4.0,4.0,randwrite_4kb,75.96748577977753,19447.67636,26.318,1955594.0,438469.0,1935423.0,0.0,0.0079437878036892,0.0,0.984233875,0.015766125,0.92738025,1.0158295312092835e-05
Flash_Channels,4.0,4.0,seqread_128kb,715.8059843561306,5726.447875,89.386,9739980.0,7811481.0,0.0,0.0,0.0339806652580395,0.0,0.8566055000000001,0.1433944999999999,0.3660721875,2.060304918490592e-05
Flash_Channels,4.0,4.0,seqwrite_128kb,119.50067374121475,956.00539,533.464,1604348.0,143246.0,1406778.0,0.0,0.0,0.0,0.9756947499999998,0.0243052499999999,0.6613051874999999,0.0001617375389408
Flash_Channels,4.0,4.0,tpcc,44.71747166627884,5495.448245,65.826,13238.0,15156.0,4861.0,0.0,0.0042312051378919,0.0,0.990459,0.009541,0.2347064999999999,0.001233266466638
Flash_Channels,8.0,8.0,mixed_4kb,389.48202753266713,99707.399048,5.133,10003938.0,9056293.0,2974066.0,0.0,0.0042488225345017,0.0,0.96008990625,0.03991009375,0.9090649375,3.943124353881233e-06
Flash_Channels,8.0,8.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
Flash_Channels,8.0,8.0,randwrite_4kb,151.17380012721253,38700.492833,13.225,3889464.0,968748.0,3851965.0,0.0,0.0039168049744818,0.0,0.98442165625,0.0155783437499999,0.9251826562500002,1.0191321138563136e-05
Flash_Channels,8.0,8.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
Flash_Channels,8.0,8.0,seqwrite_128kb,467.580117800107,3740.640942,136.778,5993360.0,126644.0,4054981.0,0.0,0.0,0.0,0.9530145,0.0469855,0.9520295,0.0001089651534364
Flash_Channels,8.0,8.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
Flash_Channels,16.0,16.0,mixed_4kb,758.4388368313646,194160.342229,2.636,19505549.0,19707396.0,5792785.0,0.0,0.0020947962363592,0.0,0.9610846874999996,0.0389153124999999,0.909537796875,4.049681532269732e-06
Flash_Channels,16.0,16.0,randread_4kb,1769.4008477347936,452966.61702,1.13,45298265.0,57759941.0,0.0,0.0,0.0021884281881436,0.0,0.909042953125,0.090957046875,0.6770307968750001,1.4446601100505726e-06
Flash_Channels,16.0,16.0,randwrite_4kb,299.57280087345123,76690.637024,6.674,7716918.0,2651679.0,7633615.0,0.0,0.0018155004068348,0.0,0.9845665,0.0154335,0.92532375,1.0286398056660409e-05
Flash_Channels,16.0,16.0,seqread_128kb,3128.5091679410716,25028.073344,20.454,40053104.0,32080908.0,0.0,0.0,0.0,0.0,0.8437950468750002,0.1562049531249999,0.3759714531250001,1.927869820026933e-05
Flash_Channels,16.0,16.0,seqwrite_128kb,930.6127518936556,7444.902015,68.746,11920368.0,136011.0,8119005.0,0.0,0.0,0.0,0.9532799687499997,0.04672003125,0.952358671875,0.0001095885576686
Flash_Channels,16.0,16.0,tpcc,52.84208170520973,6493.90304,0.415,13238.0,15086.0,4979.0,0.0,0.0043064369900271,0.0,0.997186,0.002814,0.0705443281249999,0.0034011837405343
Flash_Ways,2.0,2.0,mixed_4kb,198.9430108266983,50929.410772,10.049,5108168.0,4327306.0,1518503.0,0.0,0.0085589690376463,0.0,0.9591754374999998,0.0408245625,0.914227625,3.8767673284736625e-06
Flash_Ways,2.0,2.0,randread_4kb,597.4319898955479,152942.589413,3.347,15295464.0,16611935.0,0.0,0.0,0.0087408266921487,0.0,0.876426875,0.123573125,0.7788308125,1.1931562193863486e-06
Flash_Ways,2.0,2.0,randwrite_4kb,75.98431494986534,19451.984627,26.312,1956043.0,438527.0,1935814.0,0.0,0.0079399226569491,0.0,0.9842306250000002,0.015769375,0.9275571875,1.0157414444370793e-05
Flash_Ways,2.0,2.0,seqread_128kb,1042.4801595979604,8339.841277,61.382,14115439.0,9532071.0,0.0,0.0,0.0239643272873057,0.0,0.7909438750000001,0.209056125,0.4467851875,1.6326980428257724e-05
Flash_Ways,2.0,2.0,seqwrite_128kb,115.84935321777154,926.794826,549.827,1556547.0,148354.0,1369070.0,0.0,1.2849027778313154e-06,0.0,0.9764428125,0.0235571875,0.64309725,0.0001634221878743
Flash_Ways,2.0,2.0,tpcc,44.88686884401989,5516.265912,63.089,13238.0,15146.0,4857.0,0.0,0.0042312051378919,0.0,0.9904225,0.0095775,0.2354110624999999,0.0012349188455493
Flash_Ways,4.0,4.0,mixed_4kb,389.48202753266713,99707.399048,5.133,10003938.0,9056293.0,2974066.0,0.0,0.0042488225345017,0.0,0.96008990625,0.03991009375,0.9090649375,3.943124353881233e-06
Flash_Ways,4.0,4.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
Flash_Ways,4.0,4.0,randwrite_4kb,151.17380012721253,38700.492833,13.225,3889464.0,968748.0,3851965.0,0.0,0.0039168049744818,0.0,0.98442165625,0.0155783437499999,0.9251826562500002,1.0191321138563136e-05
Flash_Ways,4.0,4.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
Flash_Ways,4.0,4.0,seqwrite_128kb,467.580117800107,3740.640942,136.778,5993360.0,126644.0,4054981.0,0.0,0.0,0.0,0.9530145,0.0469855,0.9520295,0.0001089651534364
Flash_Ways,4.0,4.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
Flash_Ways,8.0,8.0,mixed_4kb,744.2864706598386,190537.336489,2.686,19140011.0,19346290.0,5684797.0,0.0,0.0020960870261248,0.0,0.961815015625,0.0381849843749999,0.892667984375,4.068868941128931e-06
Flash_Ways,8.0,8.0,randread_4kb,1267.9363498029422,324591.70555,1.577,32460406.0,41733871.0,0.0,0.0,0.0021842610348126,0.0,0.9350045,0.0649955,0.4891805624999999,1.6200478823339423e-06
Flash_Ways,8.0,8.0,randwrite_4kb,299.4710558010321,76664.590285,6.676,7714391.0,2650943.0,7631111.0,0.0,0.0018159629429817,0.0,0.9845716249999998,0.015428375,0.9250102968750002,1.0287127446398808e-05
Flash_Ways,8.0,8.0,seqread_128kb,2122.656623000452,16981.252984,30.147,27175872.0,13885435.0,0.0,0.0,0.0,0.0,0.8936006093749994,0.1063993906249999,0.16272834375,1.9440418029640417e-05
Flash_Ways,8.0,8.0,seqwrite_128kb,928.0849985517656,7424.679988,68.933,11887968.0,142011.0,8110623.0,0.0,0.0,0.0,0.9534059687500006,0.0465940312499999,0.95144909375,0.000109803459767
Flash_Ways,8.0,8.0,tpcc,52.848379937701225,6494.677046,0.422,13238.0,15088.0,4978.0,0.0,0.0043064369900271,0.0,0.997185578125,0.002814421875,0.070544015625,0.0034011828118302
NVMe_Queueing,8.0,8.0,mixed_4kb,176.76969190657425,45253.041128,0.176,4532941.0,4237956.0,1357487.0,0.0,0.0042756414180332,0.0,0.9818889375,0.0181110625,0.41751171875,5.137774772475407e-06
NVMe_Queueing,8.0,8.0,randread_4kb,290.1495204483252,74278.277235,0.107,7427835.0,9009811.0,0.0,0.0,0.0043233324380522,0.0,0.97036165625,0.02963834375,0.2112235,2.2662546354354945e-06
NVMe_Queueing,8.0,8.0,randwrite_4kb,151.17582449128724,38701.01107,0.206,3888967.0,968678.0,3851462.0,0.0,0.0039149720480971,0.0,0.984421375,0.0155786249999999,0.9251912500000002,1.019266760131926e-05
NVMe_Queueing,8.0,8.0,seqread_128kb,1423.8558482692547,11390.846786,0.702,18225456.0,17745461.0,0.0,0.0,0.0,0.0,0.85810528125,0.1418947187499999,0.41601784375,2.2107879440711932e-05
NVMe_Queueing,8.0,8.0,seqwrite_128kb,467.5789631713495,3740.631705,2.138,5985296.0,126476.0,4049536.0,0.0,0.0,0.0,0.9530145625,0.0469854375,0.9520297187500002,0.0001091119784217
NVMe_Queueing,8.0,8.0,tpcc,51.248031492941855,6298.005997,3.488,13238.0,15047.0,4714.0,0.0,0.0041556479032867,0.0,0.9945371562500004,0.00546284375,0.1311612812499999,0.0019837928989855
NVMe_Queueing,32.0,32.0,mixed_4kb,376.7912507116594,96458.560182,0.331,9675316.0,8768735.0,2882654.0,0.0,0.0042560134915264,0.0,0.9613964687499998,0.03860353125,0.8810742187499998,3.981689911484905e-06
NVMe_Queueing,32.0,32.0,randread_4kb,690.4572366313333,176757.052578,0.181,17675776.0,20999147.0,0.0,0.0,0.0043827778763433,0.0,0.92915396875,0.07084603125,0.4922968124999999,1.4984934466243523e-06
NVMe_Queueing,32.0,32.0,randwrite_4kb,151.1782851443119,38701.640997,0.826,3889043.0,968700.0,3851499.0,0.0,0.0039159349323724,0.0,0.9844211562499996,0.0155788437499999,0.92519953125,1.0192560547286715e-05
NVMe_Queueing,32.0,32.0,seqread_128kb,1740.9505888581266,13927.604711,2.297,22284608.0,13261203.0,0.0,0.0,0.0,0.0,0.8255804062499998,0.17441959375,0.3108862187499999,1.6039104659144107e-05
NVMe_Queueing,32.0,32.0,seqwrite_128kb,467.5751873048725,3740.601498,8.554,5985680.0,126485.0,4049803.0,0.0,0.0,0.0,0.9530150000000004,0.046985,0.95202365625,0.0001091044412664
NVMe_Queueing,32.0,32.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
NVMe_Queueing,128.0,128.0,mixed_4kb,389.48055564582063,99707.022245,1.283,10002523.0,9055485.0,2973423.0,0.0,0.0042496917802655,0.0,0.9600901562499996,0.0399098437499999,0.90901390625,3.943489637648607e-06
NVMe_Queueing,128.0,128.0,randread_4kb,872.3990917479391,223334.167487,0.573,22333795.0,26337549.0,0.0,0.0,0.0043761483437991,0.0,0.9102629062499998,0.08973709375,0.61744046875,1.37880232625042e-06
NVMe_Queueing,128.0,128.0,randwrite_4kb,151.17482131722164,38700.754257,3.306,3889035.0,968695.0,3851540.0,0.0,0.0039151647121423,0.0,0.98442165625,0.01557834375,0.92518828125,1.0192470748035017e-05
NVMe_Queueing,128.0,128.0,seqread_128kb,1813.9771731293456,14511.817385,8.82,23220816.0,12056297.0,0.0,0.0,0.0,0.0,0.8180715312500001,0.18192846875,0.282621625,1.4852017258997274e-05
NVMe_Queueing,128.0,128.0,seqwrite_128kb,467.5781558117113,3740.625246,34.212,5987216.0,126516.0,4050828.0,0.0,0.0,0.0,0.95301471875,0.04698528125,0.9520264375,0.000109076700757
NVMe_Queueing,128.0,128.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
NVMe_Queueing,256.0,256.0,mixed_4kb,389.5080739408035,99714.066929,2.566,10003865.0,9056204.0,2973739.0,0.0,0.0042480276190981,0.0,0.96008728125,0.03991271875,0.909048625,3.943083740059114e-06
NVMe_Queueing,256.0,256.0,randread_4kb,903.0838546877584,231189.4668,1.107,23119560.0,27161022.0,0.0,0.0,0.004373828913699,0.0,0.90706053125,0.09293946875,0.6367393437500001,1.3608689135952411e-06
NVMe_Queueing,256.0,256.0,randwrite_4kb,151.17684434088707,38701.272151,6.613,3889205.0,968710.0,3851711.0,0.0,0.0039162878294539,0.0,0.98442140625,0.01557859375,0.92520209375,1.0192156794366582e-05
NVMe_Queueing,256.0,256.0,seqread_128kb,1814.3398656559564,14514.718925,17.635,23226976.0,12047913.0,0.0,0.0,0.0,0.0,0.8180345625000001,0.1819654375,0.2824065625,1.4843745134967204e-05
NVMe_Queueing,256.0,256.0,seqwrite_128kb,467.5789055653715,3740.631245,68.412,5989264.0,126558.0,4052215.0,0.0,0.0,0.0,0.953014625,0.046985375,0.95202815625,0.0001090395534409
NVMe_Queueing,256.0,256.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
NVMe_Queueing,512.0,512.0,mixed_4kb,389.48202753266713,99707.399048,5.133,10003938.0,9056293.0,2974066.0,0.0,0.0042488225345017,0.0,0.96008990625,0.03991009375,0.9090649375,3.943124353881233e-06
NVMe_Queueing,512.0,512.0,randread_4kb,921.096130472063,235800.609401,2.171,23581738.0,27538816.0,0.0,0.0,0.0043773279136592,0.0,0.905168125,0.094831875,0.64556709375,1.3474603525830032e-06
NVMe_Queueing,512.0,512.0,randwrite_4kb,151.17380012721253,38700.492833,13.225,3889464.0,968748.0,3851965.0,0.0,0.0039168049744818,0.0,0.98442165625,0.0155783437499999,0.9251826562500002,1.0191321138563136e-05
NVMe_Queueing,512.0,512.0,seqread_128kb,1814.0225496977664,14512.180398,35.275,23225824.0,12048298.0,0.0,0.0,0.0,0.0,0.8180641874999998,0.1819358125,0.2823803125,1.4843576184853552e-05
NVMe_Queueing,512.0,512.0,seqwrite_128kb,467.580117800107,3740.640942,136.778,5993360.0,126644.0,4054981.0,0.0,0.0,0.0,0.9530145,0.0469855,0.9520295,0.0001089651534364
NVMe_Queueing,512.0,512.0,tpcc,51.296165378085135,6303.921298,3.415,13238.0,15043.0,4706.0,0.0,0.0041556479032867,0.0,0.99453190625,0.00546809375,0.1311073125,0.0019835581511644
