access_pattern,block_size,cache_size,category,channels,chip_Avg_Fraction_DataXfer,chip_Avg_Fraction_Exec,chip_Avg_Fraction_Idle,chip_Avg_Fraction_Overlap,chips_per_channel,energy_Energy_per_IO_Index,energy_Total_Chip_Power_Index,exp_name,ftl_Average_Page_Movement_For_GC,ftl_CMT_Hit_Rate,ftl_CMT_Hits,ftl_CMT_Read_Hit_Rate,ftl_CMT_Read_Hits,ftl_CMT_Write_Hit_Rate,ftl_CMT_Write_Hits,ftl_Mapping_Erase_CMD,ftl_Mapping_Program_CMD,ftl_Mapping_Read_CMD,ftl_Total_CMT_Queries,ftl_Total_CMT_Read_Queries,ftl_Total_CMT_Write_Queries,ftl_Total_Flash_Erase_CMD,ftl_Total_Flash_Program_CMD,ftl_Total_Flash_Read_CMD,ftl_Total_GC_Executions,host_BW_Bytes_per_s,host_BW_MiB_per_s,host_Device_Response_Time,host_E2E_Latency_ms_assuming_us,host_End_to_End_Request_Delay,host_IOPS,host_Read_BW_Bytes_per_s,host_Read_IOPS,host_Read_Request_Count,host_Request_Count,host_Write_BW_Bytes_per_s,host_Write_IOPS,host_Write_Request_Count,io_queue_depth,tpcc_variant,tsu_GC_Avg_Queue_Length,tsu_GC_Avg_Waiting_Time,tsu_GC_Transactions_Dequeued,tsu_GC_Transactions_Enqueued,tsu_Mapping_Avg_Queue_Length,tsu_Mapping_Avg_Waiting_Time,tsu_Mapping_Transactions_Dequeued,tsu_Mapping_Transactions_Enqueued,tsu_User_Avg_Queue_Length,tsu_User_Avg_Waiting_Time,tsu_User_Transactions_Dequeued,tsu_User_Transactions_Enqueued
mixed,4kb,,ch_chip,8,0.0408245625,0.9142276249999999,0.9591754374999998,0.0,2,3.8767673284736625e-06,19.7542385,wl_ch8_chip2_4kb_mixed_scenario_1,nan,0.008558969037646393,43609,,,,,0,510274,752851,5095123,,,0,1518503,4327306,0,208606866.520616,198.9430108266983,10049.0,10.049,10049.0,50929.410772,,,3566552,5095544,,,1528992,,,0.0,,,,7647.6602587812495,177.35466244433448,752851.0,1263125.0,1.01428578125,2542.377487388825,5108168.0,5108168.0
randread,4kb,,ch_chip,8,0.123573125,0.7788308125,0.876426875,0.0,2,1.1931562193863486e-06,18.249878,wl_ch8_chip2_4kb_randread_scenario_1,nan,0.00874082669214873,133695,,,,,0,1453365,1695958,15295464,,,0,0,16611935,0,626452846.236714,597.4319898955479,3347.0,3.347,3347.0,152942.589413,,,15295464,15295464,,,0,,,0.0,,,,23114.659983156245,31.73881624717439,1695958.0,3149323.0,3.8847944062499997,3250.8625067536364,15295464.0,15295464.0
randwrite,4kb,,ch_chip,8,0.015769375000000002,0.9275571874999999,0.9842306250000002,0.0,2,1.0157414444370793e-05,19.76707,wl_ch8_chip2_4kb_randwrite_scenario_1,nan,0.00793992265694918,15446,,,,,0,185329,427998,1945359,,,0,1935814,438527,0,79675329.03287,75.98431494986534,26312.0,26.312,26312.0,19451.984627,,,0,1946073,,,1946073,,,0.0,,,,2604.32467725,235.43299414504824,427998.0,613327.0,0.8763946249999998,5737.038280855789,1956043.0,1956043.0
seqread,128kb,,ch_chip,8,0.18193581250000002,0.2823803125,0.8180641874999998,0.0,4,1.4843576184853552e-05,21.547143000000005,wl_ch8_chip4_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,16937,376124,23225824,,,0,0,12048298,0,1902140509.071885,1814.0225496977664,35275.0,35.275,35275.0,14512.180398,,,1451614,1451614,,,0,,,0.0,,,,130.36331409375003,105.53702860370274,376124.0,393061.0,5.560588742187502,6130.25,23225824.0,23225824.0
seqwrite,128kb,,ch_chip,8,0.046985500000000006,0.9520294999999999,0.9530145,0.0,4,0.00010896515343646968,40.816711999999995,wl_ch8_chip4_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,4280,126652,5993360,,,0,4054981,126644,0,490293289.602365,467.580117800107,136778.0,136.778,136778.0,3740.640942,,,0,374585,,,374585,,,0.0,,,,31.32338709375,691.1105688448965,126652.0,130932.0,0.20789000000000002,888.687497330379,5993360.0,5993360.0
mixed,4kb,,ch_chip,8,0.03991009375000001,0.9090649375000001,0.9600899062500001,0.0,4,3.943124353881233e-06,39.32863949999999,wl_ch8_chip4_4kb_mixed_scenario_1,nan,0.004248822534501755,42374,,,,,0,1800637,2053401,9973116,,,0,2974066,9056293,0,408401506.502094,389.48202753266713,5133.0,5.133,5133.0,99707.399048,,,6982150,9973979,,,2991829,,,0.0,,,,13864.061965624996,157.68997736919044,2053401.0,3854038.0,1.0169045546875002,2602.519485726521,10003938.0,10003938.0
randread,4kb,,ch_chip,8,0.094831875,0.64556709375,0.905168125,0.0,4,1.3474603525830032e-06,31.775457000000003,wl_ch8_chip4_4kb_randread_scenario_1,nan,0.00437732791365929,103225,,,,,0,4026607,4279385,23581738,,,0,0,27538816,0,965839296.105874,921.096130472063,2171.0,2.171,2171.0,235800.609401,,,23581738,23581738,,,0,,,0.0,,,,32238.718914343754,33.47297782131261,4279385.0,8305992.0,1.9035643281249999,2066.119950785646,23581738.0,23581738.0
randwrite,4kb,,ch_chip,8,0.015578343749999996,0.9251826562500002,0.98442165625,0.0,4,1.0191321138563136e-05,39.455098500000005,wl_ch8_chip4_4kb_randwrite_scenario_1,nan,0.003916804974481853,15158,,,,,0,696673,949515,3869991,,,0,3851965,968748,0,158517218.642192,151.17380012721253,13225.0,13.225,13225.0,38700.492833,,,0,3871441,,,3871441,,,0.0,,,,5166.305279734375,200.96035385994796,949515.0,1646188.0,0.8805976562499999,5797.636456848553,3889464.0,3889464.0
seqread,128kb,,ch_chip,8,0.10639939062499998,0.16272834375,0.8936006093749994,0.0,8,1.9440418029640414e-05,33.019394500000004,wl_ch8_chip8_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,19836,271611,27175872,,,0,0,13885435,0,2225766791.119322,2122.656623000452,30147.0,30.147,30147.0,16981.252984,,,1698492,1698492,,,0,,,0.0,,,,76.54707082031251,232.42593679125193,271611.0,291447.0,3.942386314453125,7428.703125,27175872.0,27175872.0
seqwrite,128kb,,ch_chip,8,0.04659403124999995,0.9514490937500001,0.9534059687500006,0.0,8,0.00010980345976705186,81.58375099999999,wl_ch8_chip8_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,8551,142030,11887968,,,0,8110623,142011,0,973167655.441416,928.0849985517655,68933.0,68.933,68933.0,7424.679988,,,0,742998,,,742998,,,0.0,,,,32.158429984375005,629.59239877541,142030.0,150581.0,0.21143978710937497,910.8281021617825,11887968.0,11887968.0
mixed,4kb,,ch_chip,8,0.038184984374999995,0.892667984375,0.9618150156249999,0.0,8,4.068868941128931e-06,77.55267050000002,wl_ch8_chip8_4kb_mixed_scenario_1,nan,0.0020960870261248483,39948,,,,,0,5665763,5945492,19058369,,,0,5684797,19346290,0,780440930.258611,744.2864706598386,2686.0,2.686,2686.0,190537.336489,,,13341506,19060007,,,5718501,,,0.0,,,,22122.46137490625,150.58151267886203,5945492.0,11611255.0,1.0206485390625002,2730.716733757363,19140011.0,19140011.0
randread,4kb,,ch_chip,8,0.06499550000000001,0.48918056249999997,0.9350045000000001,0.0,8,1.6200478823339423e-06,52.58741199999999,wl_ch8_chip8_4kb_randread_scenario_1,nan,0.0021842610348126886,70902,,,,,0,9243872,9523675,32460406,,,0,0,41733871,0,1329527625.93097,1267.9363498029422,1577.0,1.577,1577.0,324591.70555,,,32460406,32460406,,,0,,,0.0,,,,36854.467021156255,42.95131873121191,9523675.0,18767547.0,0.9238353847656252,1456.7044132473266,32460406.0,32460406.0
randwrite,4kb,,ch_chip,8,0.015428375000000003,0.9250102968750002,0.9845716249999998,0.0,8,1.0287127446398807e-05,78.89436700000002,wl_ch8_chip8_4kb_randwrite_scenario_1,nan,0.0018159629429817376,13922,,,,,0,2323775,2603632,7666456,,,0,7631111,2650943,0,314018161.807623,299.4710558010321,6676.0,6.676,6676.0,76664.590285,,,0,7669232,,,7669232,,,0.0,,,,8874.214778960932,186.65689966345383,2603632.0,4927407.0,0.8835419667968749,5865.640696200127,7714391.0,7714391.0
seqread,128kb,,ioqd,,0.18192846875000004,0.282621625,0.8180715312500001,0.0,,1.4852017258997274e-05,21.5547475,wl_ioqd128_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,16933,373777,23220816,,,0,0,12056297,0,1902092928.291277,1813.9771731293458,8820.0,8.82,8820.0,14511.817385,,,1451301,1451301,,,0,128,,0.0,,,,130.3731726875,107.05910265926134,373777.0,390710.0,2.966374328125,3270.06248871702,23220816.0,23220816.0
seqwrite,128kb,,ioqd,,0.04698528125000002,0.9520264374999999,0.9530147187500001,0.0,,0.00010907670075707976,40.8166105,wl_ioqd128_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,4280,126524,5987216,,,0,4050828,126516,0,490291232.308421,467.5781558117113,34212.0,34.212,34212.0,3740.625246,,,0,374201,,,374201,128,,0.0,,,,31.35538499999999,691.0572000856243,126524.0,130804.0,0.20789048437500002,888.6562472441282,5987216.0,5987216.0
mixed,4kb,,ioqd,,0.03990984374999999,0.9090139062499999,0.9600901562499997,0.0,,3.943489637648607e-06,39.327002500000006,wl_ioqd128_4kb_mixed_scenario_1,nan,0.0042496917802655534,42377,,,,,0,1800521,2053259,9971782,,,0,2973423,9055485,0,408399963.116872,389.48055564582063,1283.0,1.283,1283.0,99707.022245,,,6981211,9972640,,,2991429,128,,0.0,,,,13863.522799906252,157.5396522375434,2053259.0,3853780.0,1.0168325195312498,2602.4066465030874,10002523.0,10002523.0
randread,4kb,,ioqd,,0.08973709375000002,0.61744046875,0.9102629062499998,0.0,,1.37880232625042e-06,30.793888499999998,wl_ioqd128_4kb_randread_scenario_1,nan,0.004376148343799162,97736,,,,,0,3830561,4083374,22333795,,,0,0,26337549,0,914776750.028687,872.3990917479391,573.0,0.573,573.0,223334.167487,,,22333795,22333795,,,0,128,,0.0,,,,30575.43790414062,28.00762907453751,4083374.0,7913935.0,0.4121024804687501,471.8832451448578,22333795.0,22333795.0
randwrite,4kb,,ioqd,,0.01557834375,0.9251882812500001,0.9844216562499999,0.0,,1.0192470748035015e-05,39.4552785,wl_ioqd128_4kb_randwrite_scenario_1,nan,0.00391516471214236,15150,,,,,0,696620,949470,3869569,,,0,3851540,968695,0,158518289.437527,151.17482131722164,3306.0,3.306,3306.0,38700.754257,,,0,3871022,,,3871022,128,,0.0,,,,5166.041320359375,200.56608873147883,949470.0,1646090.0,0.8806133281249998,5797.644842486632,3889035.0,3889035.0
seqread,128kb,,ioqd,,0.1819654375,0.2824065625,0.8180345625000001,0.0,,1.4843745134967205e-05,21.548457000000003,wl_ioqd256_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,16934,372657,23226976,,,0,0,12047913,0,1902473238.97006,1814.3398656559564,17635.0,17.635,17635.0,14514.718925,,,1451686,1451686,,,0,256,,0.0,,,,130.327923515625,107.66721510507173,372657.0,389591.0,3.6502242656250004,4023.28125,23226976.0,23226976.0
seqwrite,128kb,,ioqd,,0.04698537500000002,0.9520281562499999,0.9530146250000001,0.0,,0.000109039553440957,40.816666999999995,wl_ioqd256_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,4280,126566,5989264,,,0,4052215,126558,0,490292018.482115,467.5789055653715,68412.0,68.412,68412.0,3740.631245,,,0,374329,,,374329,256,,0.0,,,,31.3447181875,691.095646790884,126566.0,130846.0,0.20789027343750002,888.6562472450705,5989264.0,5989264.0
mixed,4kb,,ioqd,,0.039912718750000006,0.909048625,0.96008728125,0.0,,3.943083740059114e-06,39.3281595,wl_ioqd256_4kb_mixed_scenario_1,nan,0.004248027619098136,42366,,,,,0,1800678,2053427,9973099,,,0,2973739,9056204,0,408428818.140552,389.5080739408035,2566.0,2.566,2566.0,99714.066929,,,6982135,9973960,,,2991825,256,,0.0,,,,13864.360969406254,157.60573596204566,2053427.0,3854105.0,1.0168813671874999,2602.3967402598896,10003865.0,10003865.0
randread,4kb,,ioqd,,0.09293946875000002,0.6367393437500001,0.90706053125,0.0,,1.3608689135952411e-06,31.462690499999994,wl_ioqd256_4kb_randread_scenario_1,nan,0.004373828913699049,101121,,,,,0,3954225,4207018,23119560,,,0,0,27161022,0,946952056.013071,903.0838546877584,1107.0,1.107,1107.0,231189.4668,,,23119560,23119560,,,0,256,,0.0,,,,31635.021393437502,31.36420089439807,4207018.0,8161243.0,0.90698103515625,1003.7805305983331,23119560.0,23119560.0
randwrite,4kb,,ioqd,,0.01557859375,0.9252020937500001,0.9844214062499999,0.0,,1.0192156794366582e-05,39.455724499999995,wl_ioqd256_4kb_randwrite_scenario_1,nan,0.003916287829453999,15155,,,,,0,696639,949481,3869736,,,0,3851711,968710,0,158520410.73159,151.17684434088707,6613.0,6.613,6613.0,38701.272151,,,0,3871185,,,3871185,256,,0.0,,,,5166.142199406249,200.99743761086677,949481.0,1646120.0,0.8806159765625,5797.612683054763,3889205.0,3889205.0
seqread,128kb,,ioqd,,0.17441959375,0.31088621874999994,0.8255804062499998,0.0,,1.6039104659144107e-05,22.3390725,wl_ioqd32_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,16249,366401,22284608,,,0,0,13261203,0,1825519004.662499,1740.9505888581266,2297.0,2.297,2297.0,13927.604711,,,1392788,1392788,,,0,32,,0.0,,,,125.04385110937501,104.96173265386123,366401.0,382650.0,0.53589883203125,615.125,22284608.0,22284608.0
seqwrite,128kb,,ioqd,,0.046985000000000034,0.95202365625,0.9530150000000004,0.0,,0.00010910444126648935,40.816517,wl_ioqd32_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,4280,126493,5985680,,,0,4049803,126485,0,490288119.603394,467.5751873048725,8554.0,8.554,8554.0,3740.601498,,,0,374105,,,374105,32,,0.0,,,,31.363228484375,691.0813317733783,126493.0,130773.0,0.20789026562499996,888.6562472434209,5985680.0,5985680.0
mixed,4kb,,ioqd,,0.03860353125000001,0.8810742187499998,0.9613964687499998,0.0,,3.981689911484905e-06,38.412031500000005,wl_ioqd32_4kb_mixed_scenario_1,nan,0.004256013491526485,41055,,,,,0,1742259,1995080,9646351,,,0,2882654,8768735,0,395094262.506229,376.7912507116594,331.0,0.331,331.0,96458.560182,,,6753046,9647168,,,2894122,32,,0.0,,,,13291.355367640625,150.60502218289537,1995080.0,3737339.0,0.6720308632812501,1777.8929262878855,9675316.0,9675316.0
randread,4kb,,ioqd,,0.07084603125,0.49229681249999996,0.92915396875,0.0,,1.4984934466243523e-06,26.487034500000007,wl_ioqd32_4kb_randread_scenario_1,nan,0.004382777876343307,77469,,,,,0,3080947,3333827,17675776,,,0,0,20999147,0,723996887.357937,690.4572366313333,181.0,0.181,181.0,176757.052578,,,17675776,17675776,,,0,32,,0.0,,,,24185.885177953118,17.442847246060424,3333827.0,6414774.0,0.059459375,85.62529860075168,17675776.0,17675776.0
randwrite,4kb,,ioqd,,0.015578843749999998,0.9251995312500001,0.9844211562499997,0.0,,1.0192560547286715e-05,39.45564650000001,wl_ioqd32_4kb_randwrite_scenario_1,nan,0.003915934932372401,15153,,,,,0,696608,949455,3869574,,,0,3851499,968700,0,158521921.523482,151.1782851443119,826.0,0.826,826.0,38701.640997,,,0,3871024,,,3871024,32,,0.0,,,,5166.004722015626,200.99843080125123,949455.0,1646063.0,0.880592953125,5797.444757489182,3889043.0,3889043.0
seqread,128kb,,ioqd,,0.18193581250000002,0.2823803125,0.8180641874999998,0.0,,1.4843576184853552e-05,21.547143000000005,wl_ioqd512_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,16937,376124,23225824,,,0,0,12048298,0,1902140509.071885,1814.0225496977664,35275.0,35.275,35275.0,14512.180398,,,1451614,1451614,,,0,512,,0.0,,,,130.36331409375003,105.53702860370274,376124.0,393061.0,5.560588742187502,6130.25,23225824.0,23225824.0
seqwrite,128kb,,ioqd,,0.046985500000000006,0.9520294999999999,0.9530145,0.0,,0.00010896515343646968,40.816711999999995,wl_ioqd512_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,4280,126652,5993360,,,0,4054981,126644,0,490293289.602365,467.580117800107,136778.0,136.778,136778.0,3740.640942,,,0,374585,,,374585,512,,0.0,,,,31.32338709375,691.1105688448965,126652.0,130932.0,0.20789000000000002,888.687497330379,5993360.0,5993360.0
mixed,4kb,,ioqd,,0.03991009375000001,0.9090649375000001,0.9600899062500001,0.0,,3.943124353881233e-06,39.32863949999999,wl_ioqd512_4kb_mixed_scenario_1,nan,0.004248822534501755,42374,,,,,0,1800637,2053401,9973116,,,0,2974066,9056293,0,408401506.502094,389.48202753266713,5133.0,5.133,5133.0,99707.399048,,,6982150,9973979,,,2991829,512,,0.0,,,,13864.061965624996,157.68997736919044,2053401.0,3854038.0,1.0169045546875002,2602.519485726521,10003938.0,10003938.0
randread,4kb,,ioqd,,0.094831875,0.64556709375,0.905168125,0.0,,1.3474603525830032e-06,31.775457000000003,wl_ioqd512_4kb_randread_scenario_1,nan,0.00437732791365929,103225,,,,,0,4026607,4279385,23581738,,,0,0,27538816,0,965839296.105874,921.096130472063,2171.0,2.171,2171.0,235800.609401,,,23581738,23581738,,,0,512,,0.0,,,,32238.718914343754,33.47297782131261,4279385.0,8305992.0,1.9035643281249999,2066.119950785646,23581738.0,23581738.0
randwrite,4kb,,ioqd,,0.015578343749999996,0.9251826562500002,0.98442165625,0.0,,1.0191321138563136e-05,39.455098500000005,wl_ioqd512_4kb_randwrite_scenario_1,nan,0.003916804974481853,15158,,,,,0,696673,949515,3869991,,,0,3851965,968748,0,158517218.642192,151.17380012721253,13225.0,13.225,13225.0,38700.492833,,,0,3871441,,,3871441,512,,0.0,,,,5166.305279734375,200.96035385994796,949515.0,1646188.0,0.8805976562499999,5797.636456848553,3889464.0,3889464.0
seqread,128kb,,ioqd,,0.14189471874999998,0.41601784375000006,0.85810528125,0.0,,2.2107879440711932e-05,25.182886499999995,wl_ioqd8_128kb_seqread_scenario_1,nan,0.0,0,,,,,0,13342,328963,18225456,,,0,0,17745461,0,1493021069.954782,1423.8558482692547,702.0,0.702,702.0,11390.846786,,,1139091,1139091,,,0,8,,0.0,,,,102.8359144375,120.91138020186676,328963.0,342305.0,0.11376264453125,159.31250164604936,18225456.0,18225456.0
seqwrite,128kb,,ioqd,,0.04698543750000001,0.9520297187500002,0.9530145625,0.0,,0.00010911197842178565,40.816718,wl_ioqd8_128kb_seqwrite_scenario_1,nan,0.0,0,,,,,0,4280,126484,5985296,,,0,4049536,126476,0,490292078.886361,467.5789631713495,2138.0,2.138,2138.0,3740.631705,,,0,374081,,,374081,8,,0.0,,,,31.365493062499993,691.0794561194213,126484.0,130764.0,0.20789093749999998,888.624997159706,5985296.0,5985296.0
mixed,4kb,,ioqd,,0.018111062500000007,0.41751171875000004,0.9818889375,0.0,,5.137774772475407e-06,23.250151999999996,wl_ioqd8_4kb_mixed_scenario_1,nan,0.004275641418033227,19348,,,,,0,810523,1063439,4525169,,,0,1357487,4237956,0,185356456.460628,176.76969190657425,176.0,0.176,176.0,45253.041128,,,3167521,4525335,,,1357814,8,,0.0,,,,5932.66862103125,73.24170073886236,1063439.0,1873962.0,0.032803687500000005,184.77722321998013,4532941.0,4532941.0
randread,4kb,,ioqd,,0.029638343750000008,0.2112235,0.97036165625,0.0,,2.2662546354354945e-06,16.833365500000006,wl_ioqd8_4kb_randread_scenario_1,nan,0.0043233324380522725,32113,,,,,0,1329340,1582273,7427835,,,0,0,9009811,0,304243823.553623,290.1495204483252,107.0,0.107,107.0,74278.277235,,,7427835,7427835,,,0,8,,0.0,,,,9954.1129291875,6.028729779678824,1582273.0,2911613.0,0.0041590742187499995,14.0,7427835.0,7427835.0
randwrite,4kb,,ioqd,,0.015578624999999997,0.9251912500000002,0.9844213749999999,0.0,,1.0192667601319261e-05,39.455378,wl_ioqd8_4kb_randwrite_scenario_1,nan,0.00391497204809712,15149,,,,,0,696604,949449,3869504,,,0,3851462,968678,0,158519341.341776,151.17582449128724,206.0,0.206,206.0,38701.01107,,,0,3870957,,,3870957,8,,0.0,,,,5165.9201584375005,200.62043263491515,949449.0,1646053.0,0.88059455859375,5797.488736469093,3888967.0,3888967.0
tpcc,,128MB,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_cache128MB_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,,cache,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,1GB,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_cache1GB_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,,cache,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,256MB,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_cache256MB_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,,cache,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,,tpcc,16,0.0054746875,0.13137453124999998,0.9945253125000001,0.0,2,0.0019847949707101015,13.891580000000001,wl_tpcc_ch16_chip2_scenario_1,nan,0.004231205137891953,56,,,,,0,0,6921,13235,,,0,4711,15043,0,53854264.382673,51.35942877070713,3152.0,3.152,3152.0,6311.695903,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.031049968750000004,317.81216587198384,6921.0,6921.0,0.10702627734374999,2294.546683789092,13238.0,13238.0
tpcc,,,tpcc,16,0.002814000000000001,0.07054432812499997,0.997186,0.0,4,0.0034011837405343633,23.80488500000001,wl_tpcc_ch16_chip4_scenario_1,nan,0.0043064369900271985,57,,,,,0,0,6900,13236,,,0,4979,15086,0,55408938.666122,52.84208170520973,415.0,0.415,415.0,6493.90304,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.009412242187500003,187.77144927536233,6900.0,6900.0,0.007550378906249999,314.24059525608095,13238.0,13238.0
tpcc,,,tpcc,16,0.0014083749999999997,0.03547860156250001,0.9985916250000004,0.0,8,0.006148220745820828,43.03139699999998,wl_tpcc_ch16_chip8_scenario_1,nan,0.0043064369900271985,57,,,,,0,0,6919,13236,,,0,5006,15135,0,55460507.388955,52.891261471705434,257.0,0.257,257.0,6499.946871,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.0023750234375000006,94.113455701691,6919.0,6919.0,0.0014056015625,116.55846804653271,13238.0,13238.0
tpcc,,,tpcc,4,0.015144874999999999,0.376742875,0.9848551249999999,0.0,2,0.0007821863837691097,5.474522499999999,wl_tpcc_ch4_chip2_scenario_1,nan,0.004353600944510035,59,,,,,0,0,7203,13552,,,0,4928,15360,0,37124001.721861,35.404206964360235,78390.0,202.647,202647.0,4350.916539,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.078838375,281.01679855615714,7203.0,7203.0,0.3674415468750001,2790.1313906307637,13555.0,13555.0
tpcc,,,tpcc,4,0.009541000000000003,0.23470649999999998,0.990459,0.0,4,0.001233266466638091,8.631632,wl_tpcc_ch4_chip4_scenario_1,nan,0.004231205137891953,56,,,,,0,0,7040,13235,,,0,4861,15156,0,46889667.56994,44.71747166627884,34812.0,65.826,65826.0,5495.448245,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.05211387499999999,301.2164772727273,7040.0,7040.0,0.215363578125,2651.6612781386916,13238.0,13238.0
tpcc,,,tpcc,4,0.005448468750000001,0.13068528125,0.9945515312500001,0.0,8,0.001981583726246606,13.869104499999997,wl_tpcc_ch4_chip8_scenario_1,nan,0.004231205137891953,56,,,,,0,0,6934,13235,,,0,4709,15043,0,53588910.834375,51.106367906928064,4653.0,4.653,4653.0,6280.596585,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.030165718750000004,309.7763195846553,6934.0,6934.0,0.11320674218749996,2439.166868106965,13238.0,13238.0
tpcc,,,tpcc,8,0.009577500000000001,0.23541106249999996,0.9904225,0.0,2,0.0012349188455493642,8.643197,wl_tpcc_ch8_chip2_scenario_1,nan,0.004231205137891953,56,,,,,0,0,7041,13235,,,0,4857,15146,0,47067293.384987,44.88686884401989,34032.0,63.089,63089.0,5516.265912,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.05132378125,295.3084789092458,7041.0,7041.0,0.21245616406249995,2605.8838948481643,13238.0,13238.0
tpcc,,,tpcc,8,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,4,0.0019835581511644523,13.8829235,wl_tpcc_ch8_chip4_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,,tpcc,8,0.0028144218750000005,0.07054401562500003,0.9971855781249999,0.0,8,0.00340118281183026,23.80487849999999,wl_tpcc_ch8_chip8_scenario_1,nan,0.0043064369900271985,57,,,,,0,0,6902,13236,,,0,4978,15088,0,55415542.841555,52.848379937701225,422.0,0.422,422.0,6494.677046,,,4381,6999,,,2618,,ch_chip,0.0,,,,0.009552765624999997,190.4617502173283,6902.0,6902.0,0.0077089277343750035,320.8195346729113,13238.0,13238.0
tpcc,,,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_ioqd128_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,128,ioqd,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_ioqd256_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,256,ioqd,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_ioqd32_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,32,ioqd,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,,tpcc,,0.005468093750000001,0.13110731250000002,0.9945319062499999,0.0,,0.0019835581511644523,13.8829235,wl_tpcc_ioqd512_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6921,13235,,,0,4706,15043,0,53787927.907491,51.296165378085135,3415.0,3.415,3415.0,6303.921298,,,4381,6999,,,2618,512,ioqd,0.0,,,,0.0304240625,311.8766074266724,6921.0,6921.0,0.10810595312499997,2320.557561565191,13238.0,13238.0
tpcc,,,tpcc,,0.00546284375,0.13116128124999998,0.9945371562500003,0.0,,0.0019837928989855694,13.8845665,wl_tpcc_ioqd8_scenario_1,nan,0.00415564790328674,55,,,,,0,0,6922,13235,,,0,4714,15047,0,53737455.870743,51.248031492941855,3487.0,3.488,3488.0,6298.005997,,,4381,6999,,,2618,8,ioqd,0.0,,,,0.03034576562499999,311.302224790523,6922.0,6922.0,0.10873929296875,2336.37279045173,13238.0,13238.0
